event_id,order_id,carrier_id,event_type,event_at
SHIP-00024475,ORD-0006452,CARR-005,handed_to_carrier,2022-05-20 18:58:51
SHIP-00024476,ORD-0006452,CARR-005,in_transit,2022-05-21 10:58:51
SHIP-00024477,ORD-0006453,CARR-001,order_created,2024-12-13 02:30:45
SHIP-00024478,ORD-0006453,CARR-001,label_printed,2024-12-13 04:30:45
SHIP-00024479,ORD-0006453,CARR-001,handed_to_carrier,2024-12-13 10:30:45
SHIP-00024480,ORD-0006453,CARR-001,in_transit,2024-12-14 02:30:45
SHIP-00024481,ORD-0006453,CARR-001,delivered,2024-12-19 02:30:45
SHIP-00024482,ORD-0006454,CARR-005,order_created,2022-06-02 17:15:32
SHIP-00024483,ORD-0006454,CARR-005,label_printed,2022-06-02 19:15:32
SHIP-00024484,ORD-0006454,CARR-005,handed_to_carrier,2022-06-03 01:15:32
SHIP-00024485,ORD-0006454,CARR-005,in_transit,2022-06-03 17:15:32
SHIP-00024486,ORD-0006454,CARR-005,delivered,2022-06-12 17:15:32
SHIP-00024487,ORD-0006455,CARR-008,order_created,2024-08-22 01:24:59
SHIP-00024488,ORD-0006455,CARR-008,label_printed,2024-08-22 03:24:59
SHIP-00024489,ORD-0006455,CARR-008,handed_to_carrier,2024-08-22 09:24:59
SHIP-00024490,ORD-0006455,CARR-008,in_transit,2024-08-23 01:24:59
SHIP-00024491,ORD-0006455,CARR-008,delivered,2024-09-03 01:24:59
SHIP-00024492,ORD-0006457,CARR-004,order_created,2022-11-27 11:19:20
SHIP-00024493,ORD-0006457,CARR-004,label_printed,2022-11-27 13:19:20
SHIP-00024494,ORD-0006457,CARR-004,handed_to_carrier,2022-11-27 19:19:20
SHIP-00024495,ORD-0006457,CARR-004,in_transit,2022-11-28 11:19:20
SHIP-00024496,ORD-0006457,CARR-004,delivered,2022-12-12 11:19:20
SHIP-00024497,ORD-0006458,CARR-003,order_created,2022-07-22 07:14:43
SHIP-00024498,ORD-0006458,CARR-003,label_printed,2022-07-22 09:14:43
SHIP-00024499,ORD-0006458,CARR-003,handed_to_carrier,2022-07-22 15:14:43
SHIP-00024500,ORD-0006458,CARR-003,in_transit,2022-07-23 07:14:43
SHIP-00024501,ORD-0006458,CARR-003,delivered,2022-07-29 07:14:43
SHIP-00024502,ORD-0006460,CARR-001,order_created,2024-09-20 14:02:55
SHIP-00024503,ORD-0006460,CARR-001,label_printed,2024-09-20 16:02:55
SHIP-00024504,ORD-0006460,CARR-001,handed_to_carrier,2024-09-20 22:02:55
SHIP-00024505,ORD-0006460,CARR-001,in_transit,2024-09-21 14:02:55
SHIP-00024506,ORD-0006460,CARR-001,delivered,2024-09-26 14:02:55
SHIP-00024507,ORD-0006461,CARR-001,order_created,2025-12-06 19:07:00
SHIP-00024508,ORD-0006461,CARR-001,label_printed,2025-12-06 21:07:00
SHIP-00024509,ORD-0006461,CARR-001,handed_to_carrier,2025-12-07 03:07:00
SHIP-00024510,ORD-0006461,CARR-001,in_transit,2025-12-07 19:07:00
SHIP-00024511,ORD-0006461,CARR-001,delivered,2025-12-12 19:07:00
SHIP-00024512,ORD-0006462,CARR-001,order_created,2024-07-05 04:51:18
SHIP-00024513,ORD-0006462,CARR-001,label_printed,2024-07-05 06:51:18
SHIP-00024514,ORD-0006462,CARR-001,handed_to_carrier,2024-07-05 12:51:18
SHIP-00024515,ORD-0006462,CARR-001,in_transit,2024-07-06 04:51:18
SHIP-00024516,ORD-0006462,CARR-001,delivered,2024-07-12 04:51:18
SHIP-00024517,ORD-0006463,CARR-002,order_created,2025-05-01 10:22:36
SHIP-00024518,ORD-0006463,CARR-002,label_printed,2025-05-01 12:22:36
SHIP-00024519,ORD-0006463,CARR-002,handed_to_carrier,2025-05-01 18:22:36
SHIP-00024520,ORD-0006463,CARR-002,in_transit,2025-05-02 10:22:36
SHIP-00024521,ORD-0006463,CARR-002,delivered,2025-05-05 10:22:36
SHIP-00024522,ORD-0006464,CARR-007,order_created,2026-02-09 08:48:00
SHIP-00024523,ORD-0006464,CARR-007,label_printed,2026-02-09 10:48:00
SHIP-00024524,ORD-0006464,CARR-007,handed_to_carrier,2026-02-09 16:48:00
SHIP-00024525,ORD-0006464,CARR-007,in_transit,2026-02-10 08:48:00
SHIP-00024526,ORD-0006464,CARR-007,delivered,2026-02-20 08:48:00
SHIP-00024527,ORD-0006465,CARR-003,order_created,2024-09-10 20:02:43
SHIP-00024528,ORD-0006465,CARR-003,label_printed,2024-09-10 22:02:43
SHIP-00024529,ORD-0006465,CARR-003,handed_to_carrier,2024-09-11 04:02:43
SHIP-00024530,ORD-0006465,CARR-003,in_transit,2024-09-11 20:02:43
SHIP-00024531,ORD-0006465,CARR-003,delivered,2024-09-19 20:02:43
SHIP-00024532,ORD-0006466,CARR-008,order_created,2025-10-17 22:37:00
SHIP-00024533,ORD-0006466,CARR-008,label_printed,2025-10-18 00:37:00
SHIP-00024534,ORD-0006466,CARR-008,handed_to_carrier,2025-10-18 06:37:00
SHIP-00024535,ORD-0006466,CARR-008,in_transit,2025-10-18 22:37:00
SHIP-00024536,ORD-0006466,CARR-008,delivered,2025-10-30 22:37:00
SHIP-00024537,ORD-0006467,CARR-001,order_created,2025-12-30 03:48:45
SHIP-00024538,ORD-0006467,CARR-001,label_printed,2025-12-30 05:48:45
SHIP-00024539,ORD-0006467,CARR-001,handed_to_carrier,2025-12-30 11:48:45
SHIP-00024540,ORD-0006467,CARR-001,in_transit,2025-12-31 03:48:45
SHIP-00024541,ORD-0006468,CARR-001,order_created,2023-12-12 19:30:58
SHIP-00024542,ORD-0006468,CARR-001,label_printed,2023-12-12 21:30:58
SHIP-00024543,ORD-0006468,CARR-001,handed_to_carrier,2023-12-13 03:30:58
SHIP-00024544,ORD-0006468,CARR-001,in_transit,2023-12-13 19:30:58
SHIP-00024545,ORD-0006468,CARR-001,delivered,2023-12-17 19:30:58
SHIP-00024546,ORD-0006469,CARR-001,order_created,2024-01-09 13:04:04
SHIP-00024547,ORD-0006469,CARR-001,label_printed,2024-01-09 15:04:04
SHIP-00024548,ORD-0006469,CARR-001,handed_to_carrier,2024-01-09 21:04:04
SHIP-00024549,ORD-0006469,CARR-001,in_transit,2024-01-10 13:04:04
SHIP-00024550,ORD-0006469,CARR-001,delivered,2024-01-15 13:04:04
SHIP-00024551,ORD-0006470,CARR-005,order_created,2024-11-28 19:54:14
SHIP-00024552,ORD-0006470,CARR-005,label_printed,2024-11-28 21:54:14
SHIP-00024553,ORD-0006470,CARR-005,handed_to_carrier,2024-11-29 03:54:14
SHIP-00024554,ORD-0006470,CARR-005,in_transit,2024-11-29 19:54:14
SHIP-00024555,ORD-0006470,CARR-005,delivered,2024-12-08 19:54:14
SHIP-00024556,ORD-0006471,CARR-001,order_created,2022-12-01 17:40:20
SHIP-00024557,ORD-0006471,CARR-001,label_printed,2022-12-01 19:40:20
SHIP-00024558,ORD-0006471,CARR-001,handed_to_carrier,2022-12-02 01:40:20
SHIP-00024559,ORD-0006471,CARR-001,in_transit,2022-12-02 17:40:20
SHIP-00024560,ORD-0006471,CARR-001,delivered,2022-12-07 17:40:20
SHIP-00024561,ORD-0006472,CARR-001,order_created,2023-04-28 19:07:25
SHIP-00024562,ORD-0006472,CARR-001,label_printed,2023-04-28 21:07:25
SHIP-00024563,ORD-0006472,CARR-001,handed_to_carrier,2023-04-29 03:07:25
SHIP-00024564,ORD-0006472,CARR-001,in_transit,2023-04-29 19:07:25
SHIP-00024565,ORD-0006472,CARR-001,delivered,2023-05-04 19:07:25
SHIP-00024566,ORD-0006473,CARR-005,order_created,2024-10-23 10:09:45
SHIP-00024567,ORD-0006473,CARR-005,label_printed,2024-10-23 12:09:45
SHIP-00024568,ORD-0006473,CARR-005,handed_to_carrier,2024-10-23 18:09:45
SHIP-00024569,ORD-0006473,CARR-005,in_transit,2024-10-24 10:09:45
SHIP-00024570,ORD-0006473,CARR-005,delivered,2024-11-02 10:09:45
SHIP-00024571,ORD-0006474,CARR-010,order_created,2023-10-22 08:30:49
SHIP-00024572,ORD-0006474,CARR-010,label_printed,2023-10-22 10:30:49
SHIP-00024573,ORD-0006474,CARR-010,handed_to_carrier,2023-10-22 16:30:49
SHIP-00024574,ORD-0006474,CARR-010,in_transit,2023-10-23 08:30:49
SHIP-00024575,ORD-0006474,CARR-010,delivered,2023-10-29 08:30:49
SHIP-00024576,ORD-0006475,CARR-004,order_created,2025-11-28 11:20:19
SHIP-00024577,ORD-0006475,CARR-004,label_printed,2025-11-28 13:20:19
SHIP-00024578,ORD-0006475,CARR-004,handed_to_carrier,2025-11-28 19:20:19
SHIP-00024579,ORD-0006475,CARR-004,in_transit,2025-11-29 11:20:19
SHIP-00024580,ORD-0006475,CARR-004,delivered,2025-12-04 11:20:19
SHIP-00024581,ORD-0006476,CARR-002,order_created,2024-11-04 00:54:39
SHIP-00024582,ORD-0006476,CARR-002,label_printed,2024-11-04 02:54:39
SHIP-00024583,ORD-0006476,CARR-002,handed_to_carrier,2024-11-04 08:54:39
SHIP-00024584,ORD-0006476,CARR-002,in_transit,2024-11-05 00:54:39
SHIP-00024585,ORD-0006476,CARR-002,delivered,2024-11-08 00:54:39
SHIP-00024586,ORD-0006477,CARR-009,order_created,2024-11-20 23:23:05
SHIP-00024587,ORD-0006477,CARR-009,label_printed,2024-11-21 01:23:05
SHIP-00024588,ORD-0006477,CARR-009,handed_to_carrier,2024-11-21 07:23:05
SHIP-00024589,ORD-0006477,CARR-009,in_transit,2024-11-21 23:23:05
SHIP-00024590,ORD-0006479,CARR-003,order_created,2022-07-25 19:41:51
SHIP-00024591,ORD-0006479,CARR-003,label_printed,2022-07-25 21:41:51
SHIP-00024592,ORD-0006479,CARR-003,handed_to_carrier,2022-07-26 03:41:51
SHIP-00024593,ORD-0006479,CARR-003,in_transit,2022-07-26 19:41:51
SHIP-00024594,ORD-0006482,CARR-010,order_created,2025-05-26 09:40:45
SHIP-00024595,ORD-0006482,CARR-010,label_printed,2025-05-26 11:40:45
SHIP-00024596,ORD-0006482,CARR-010,handed_to_carrier,2025-05-26 17:40:45
SHIP-00024597,ORD-0006482,CARR-010,in_transit,2025-05-27 09:40:45
SHIP-00024598,ORD-0006482,CARR-010,delivered,2025-06-05 09:40:45
SHIP-00024599,ORD-0006484,CARR-001,order_created,2023-12-16 04:53:42
SHIP-00024600,ORD-0006484,CARR-001,label_printed,2023-12-16 06:53:42
SHIP-00024601,ORD-0006484,CARR-001,handed_to_carrier,2023-12-16 12:53:42
SHIP-00024602,ORD-0006484,CARR-001,in_transit,2023-12-17 04:53:42
SHIP-00024603,ORD-0006484,CARR-001,delivered,2023-12-21 04:53:42
SHIP-00024604,ORD-0006485,CARR-002,order_created,2023-04-20 10:30:15
SHIP-00024605,ORD-0006485,CARR-002,label_printed,2023-04-20 12:30:15
SHIP-00024606,ORD-0006485,CARR-002,handed_to_carrier,2023-04-20 18:30:15
SHIP-00024607,ORD-0006485,CARR-002,in_transit,2023-04-21 10:30:15
SHIP-00024608,ORD-0006485,CARR-002,delivered,2023-04-23 10:30:15
SHIP-00024609,ORD-0006486,CARR-007,order_created,2025-11-10 06:47:08
SHIP-00024610,ORD-0006486,CARR-007,label_printed,2025-11-10 08:47:08
SHIP-00024611,ORD-0006486,CARR-007,handed_to_carrier,2025-11-10 14:47:08
SHIP-00024612,ORD-0006486,CARR-007,in_transit,2025-11-11 06:47:08
SHIP-00024613,ORD-0006486,CARR-007,delivered,2025-11-15 06:47:08
SHIP-00024614,ORD-0006487,CARR-005,order_created,2022-07-29 21:17:41
SHIP-00024615,ORD-0006487,CARR-005,label_printed,2022-07-29 23:17:41
SHIP-00024616,ORD-0006487,CARR-005,handed_to_carrier,2022-07-30 05:17:41
SHIP-00024617,ORD-0006487,CARR-005,in_transit,2022-07-30 21:17:41
SHIP-00024618,ORD-0006487,CARR-005,delivered,2022-08-13 21:17:41
SHIP-00024619,ORD-0006488,CARR-008,order_created,2024-10-07 13:50:08
SHIP-00024620,ORD-0006488,CARR-008,label_printed,2024-10-07 15:50:08
SHIP-00024621,ORD-0006488,CARR-008,handed_to_carrier,2024-10-07 21:50:08
SHIP-00024622,ORD-0006488,CARR-008,in_transit,2024-10-08 13:50:08
SHIP-00024623,ORD-0006488,CARR-008,delivered,2024-10-16 13:50:08
SHIP-00024624,ORD-0006489,CARR-003,order_created,2023-02-11 17:34:37
SHIP-00024625,ORD-0006489,CARR-003,label_printed,2023-02-11 19:34:37
SHIP-00024626,ORD-0006489,CARR-003,handed_to_carrier,2023-02-12 01:34:37
SHIP-00024627,ORD-0006489,CARR-003,in_transit,2023-02-12 17:34:37
SHIP-00024628,ORD-0006489,CARR-003,delivered,2023-02-19 17:34:37
SHIP-00024629,ORD-0006491,CARR-008,order_created,2024-11-30 13:24:53
SHIP-00024630,ORD-0006491,CARR-008,label_printed,2024-11-30 15:24:53
SHIP-00024631,ORD-0006491,CARR-008,handed_to_carrier,2024-11-30 21:24:53
SHIP-00024632,ORD-0006491,CARR-008,in_transit,2024-12-01 13:24:53
SHIP-00024633,ORD-0006492,CARR-002,order_created,2022-07-08 10:23:52
SHIP-00024634,ORD-0006492,CARR-002,label_printed,2022-07-08 12:23:52
SHIP-00024635,ORD-0006492,CARR-002,handed_to_carrier,2022-07-08 18:23:52
SHIP-00024636,ORD-0006492,CARR-002,in_transit,2022-07-09 10:23:52
SHIP-00024637,ORD-0006492,CARR-002,delivered,2022-07-11 10:23:52
SHIP-00024638,ORD-0006495,CARR-007,order_created,2025-08-08 03:28:22
SHIP-00024639,ORD-0006495,CARR-007,label_printed,2025-08-08 05:28:22
SHIP-00024640,ORD-0006495,CARR-007,handed_to_carrier,2025-08-08 11:28:22
SHIP-00024641,ORD-0006495,CARR-007,in_transit,2025-08-09 03:28:22
SHIP-00024642,ORD-0006495,CARR-007,delivered,2025-08-15 03:28:22
SHIP-00024643,ORD-0006496,CARR-007,order_created,2025-02-01 05:45:21
SHIP-00024644,ORD-0006496,CARR-007,label_printed,2025-02-01 07:45:21
SHIP-00024645,ORD-0006496,CARR-007,handed_to_carrier,2025-02-01 13:45:21
SHIP-00024646,ORD-0006496,CARR-007,in_transit,2025-02-02 05:45:21
SHIP-00024647,ORD-0006496,CARR-007,delivered,2025-02-08 05:45:21
SHIP-00024648,ORD-0006497,CARR-002,order_created,2024-08-05 20:31:14
SHIP-00024649,ORD-0006497,CARR-002,label_printed,2024-08-05 22:31:14
SHIP-00024650,ORD-0006497,CARR-002,handed_to_carrier,2024-08-06 04:31:14
SHIP-00024651,ORD-0006497,CARR-002,in_transit,2024-08-06 20:31:14
SHIP-00024652,ORD-0006497,CARR-002,delivered,2024-08-11 20:31:14
SHIP-00024653,ORD-0006498,CARR-010,order_created,2022-09-03 19:41:48
SHIP-00024654,ORD-0006498,CARR-010,label_printed,2022-09-03 21:41:48
SHIP-00024655,ORD-0006498,CARR-010,handed_to_carrier,2022-09-04 03:41:48
SHIP-00024656,ORD-0006498,CARR-010,in_transit,2022-09-04 19:41:48
SHIP-00024657,ORD-0006498,CARR-010,delivered,2022-09-11 19:41:48
SHIP-00024658,ORD-0006499,CARR-002,order_created,2022-01-02 12:00:37
SHIP-00024659,ORD-0006499,CARR-002,label_printed,2022-01-02 14:00:37
SHIP-00024660,ORD-0006499,CARR-002,handed_to_carrier,2022-01-02 20:00:37
SHIP-00024661,ORD-0006499,CARR-002,in_transit,2022-01-03 12:00:37
SHIP-00024662,ORD-0006499,CARR-002,delivered,2022-01-08 12:00:37
SHIP-00024663,ORD-0006500,CARR-007,order_created,2023-03-15 09:19:51
SHIP-00024664,ORD-0006500,CARR-007,label_printed,2023-03-15 11:19:51
SHIP-00024665,ORD-0006500,CARR-007,handed_to_carrier,2023-03-15 17:19:51
SHIP-00024666,ORD-0006500,CARR-007,in_transit,2023-03-16 09:19:51
SHIP-00024667,ORD-0006500,CARR-007,delivered,2023-03-19 09:19:51
SHIP-00024668,ORD-0006501,CARR-003,order_created,2024-07-17 00:18:18
SHIP-00024669,ORD-0006501,CARR-003,label_printed,2024-07-17 02:18:18
SHIP-00024670,ORD-0006501,CARR-003,handed_to_carrier,2024-07-17 08:18:18
SHIP-00024671,ORD-0006501,CARR-003,in_transit,2024-07-18 00:18:18
SHIP-00024672,ORD-0006501,CARR-003,delivered,2024-07-27 00:18:18
SHIP-00024673,ORD-0006502,CARR-010,order_created,2025-01-20 05:07:11
SHIP-00024674,ORD-0006502,CARR-010,label_printed,2025-01-20 07:07:11
SHIP-00024675,ORD-0006502,CARR-010,handed_to_carrier,2025-01-20 13:07:11
SHIP-00024676,ORD-0006502,CARR-010,in_transit,2025-01-21 05:07:11
SHIP-00024677,ORD-0006502,CARR-010,delivered,2025-01-25 05:07:11
SHIP-00024678,ORD-0006503,CARR-009,order_created,2022-10-24 04:40:38
SHIP-00024679,ORD-0006503,CARR-009,label_printed,2022-10-24 06:40:38
SHIP-00024680,ORD-0006503,CARR-009,handed_to_carrier,2022-10-24 12:40:38
SHIP-00024681,ORD-0006503,CARR-009,in_transit,2022-10-25 04:40:38
SHIP-00024682,ORD-0006504,CARR-009,order_created,2022-05-06 23:23:57
SHIP-00024683,ORD-0006504,CARR-009,label_printed,2022-05-07 01:23:57
SHIP-00024684,ORD-0006504,CARR-009,handed_to_carrier,2022-05-07 07:23:57
SHIP-00024685,ORD-0006504,CARR-009,in_transit,2022-05-07 23:23:57
SHIP-00024686,ORD-0006504,CARR-009,delivered,2022-05-18 23:23:57
SHIP-00024687,ORD-0006505,CARR-003,order_created,2022-02-02 09:46:31
SHIP-00024688,ORD-0006505,CARR-003,label_printed,2022-02-02 11:46:31
SHIP-00024689,ORD-0006505,CARR-003,handed_to_carrier,2022-02-02 17:46:31
SHIP-00024690,ORD-0006505,CARR-003,in_transit,2022-02-03 09:46:31
SHIP-00024691,ORD-0006509,CARR-004,order_created,2024-04-22 03:37:48
SHIP-00024692,ORD-0006509,CARR-004,label_printed,2024-04-22 05:37:48
SHIP-00024693,ORD-0006509,CARR-004,handed_to_carrier,2024-04-22 11:37:48
SHIP-00024694,ORD-0006509,CARR-004,in_transit,2024-04-23 03:37:48
SHIP-00024695,ORD-0006509,CARR-004,delivered,2024-04-30 03:37:48
SHIP-00024696,ORD-0006510,CARR-002,order_created,2022-11-22 07:19:31
SHIP-00024697,ORD-0006510,CARR-002,label_printed,2022-11-22 09:19:31
SHIP-00024698,ORD-0006510,CARR-002,handed_to_carrier,2022-11-22 15:19:31
SHIP-00024699,ORD-0006510,CARR-002,in_transit,2022-11-23 07:19:31
SHIP-00024700,ORD-0006510,CARR-002,delivered,2022-12-03 07:19:31
SHIP-00024701,ORD-0006511,CARR-003,order_created,2025-12-01 20:15:06
SHIP-00024702,ORD-0006511,CARR-003,label_printed,2025-12-01 22:15:06
SHIP-00024703,ORD-0006511,CARR-003,handed_to_carrier,2025-12-02 04:15:06
SHIP-00024704,ORD-0006511,CARR-003,in_transit,2025-12-02 20:15:06
SHIP-00024705,ORD-0006511,CARR-003,delivered,2025-12-08 20:15:06
SHIP-00024706,ORD-0006512,CARR-001,order_created,2024-07-07 23:44:17
SHIP-00024707,ORD-0006512,CARR-001,label_printed,2024-07-08 01:44:17
SHIP-00024708,ORD-0006512,CARR-001,handed_to_carrier,2024-07-08 07:44:17
SHIP-00024709,ORD-0006512,CARR-001,in_transit,2024-07-08 23:44:17
SHIP-00024710,ORD-0006512,CARR-001,delivered,2024-07-14 23:44:17
SHIP-00024711,ORD-0006514,CARR-003,order_created,2023-04-01 12:12:37
SHIP-00024712,ORD-0006514,CARR-003,label_printed,2023-04-01 14:12:37
SHIP-00024713,ORD-0006514,CARR-003,handed_to_carrier,2023-04-01 20:12:37
SHIP-00024714,ORD-0006514,CARR-003,in_transit,2023-04-02 12:12:37
SHIP-00024715,ORD-0006514,CARR-003,delivered,2023-04-07 12:12:37
SHIP-00024716,ORD-0006515,CARR-010,order_created,2023-04-03 23:36:40
SHIP-00024717,ORD-0006515,CARR-010,label_printed,2023-04-04 01:36:40
SHIP-00024718,ORD-0006515,CARR-010,handed_to_carrier,2023-04-04 07:36:40
SHIP-00024719,ORD-0006515,CARR-010,in_transit,2023-04-04 23:36:40
SHIP-00024720,ORD-0006515,CARR-010,delivered,2023-04-10 23:36:40
SHIP-00024721,ORD-0006516,CARR-002,order_created,2023-08-31 13:32:58
SHIP-00024722,ORD-0006516,CARR-002,label_printed,2023-08-31 15:32:58
SHIP-00024723,ORD-0006516,CARR-002,handed_to_carrier,2023-08-31 21:32:58
SHIP-00024724,ORD-0006516,CARR-002,in_transit,2023-09-01 13:32:58
SHIP-00024725,ORD-0006516,CARR-002,delivered,2023-09-05 13:32:58
SHIP-00024726,ORD-0006517,CARR-008,order_created,2022-07-19 08:51:31
SHIP-00024727,ORD-0006517,CARR-008,label_printed,2022-07-19 10:51:31
SHIP-00024728,ORD-0006517,CARR-008,handed_to_carrier,2022-07-19 16:51:31
SHIP-00024729,ORD-0006517,CARR-008,in_transit,2022-07-20 08:51:31
SHIP-00024730,ORD-0006517,CARR-008,delivered,2022-08-02 08:51:31
SHIP-00024731,ORD-0006519,CARR-006,order_created,2024-12-07 12:19:46
SHIP-00024732,ORD-0006519,CARR-006,label_printed,2024-12-07 14:19:46
SHIP-00024733,ORD-0006519,CARR-006,handed_to_carrier,2024-12-07 20:19:46
SHIP-00024734,ORD-0006519,CARR-006,in_transit,2024-12-08 12:19:46
SHIP-00024735,ORD-0006520,CARR-008,order_created,2024-11-27 20:22:39
SHIP-00024736,ORD-0006520,CARR-008,label_printed,2024-11-27 22:22:39
SHIP-00024737,ORD-0006520,CARR-008,handed_to_carrier,2024-11-28 04:22:39
SHIP-00024738,ORD-0006520,CARR-008,in_transit,2024-11-28 20:22:39
SHIP-00024739,ORD-0006520,CARR-008,delivered,2024-12-07 20:22:39
SHIP-00024740,ORD-0006522,CARR-002,order_created,2025-11-30 20:44:05
SHIP-00024741,ORD-0006522,CARR-002,label_printed,2025-11-30 22:44:05
SHIP-00024742,ORD-0006522,CARR-002,handed_to_carrier,2025-12-01 04:44:05
SHIP-00024743,ORD-0006522,CARR-002,in_transit,2025-12-01 20:44:05
SHIP-00024744,ORD-0006523,CARR-006,order_created,2025-11-22 08:11:31
SHIP-00024745,ORD-0006523,CARR-006,label_printed,2025-11-22 10:11:31
SHIP-00024746,ORD-0006523,CARR-006,handed_to_carrier,2025-11-22 16:11:31
SHIP-00024747,ORD-0006523,CARR-006,in_transit,2025-11-23 08:11:31
SHIP-00024748,ORD-0006523,CARR-006,delivered,2025-11-29 08:11:31
SHIP-00024749,ORD-0006524,CARR-004,order_created,2025-11-29 08:36:13
SHIP-00024750,ORD-0006524,CARR-004,label_printed,2025-11-29 10:36:13
SHIP-00024751,ORD-0006524,CARR-004,handed_to_carrier,2025-11-29 16:36:13
SHIP-00024752,ORD-0006524,CARR-004,in_transit,2025-11-30 08:36:13
SHIP-00024753,ORD-0006525,CARR-008,order_created,2022-11-29 20:21:48
SHIP-00024754,ORD-0006525,CARR-008,label_printed,2022-11-29 22:21:48
SHIP-00024755,ORD-0006525,CARR-008,handed_to_carrier,2022-11-30 04:21:48
SHIP-00024756,ORD-0006525,CARR-008,in_transit,2022-11-30 20:21:48
SHIP-00024757,ORD-0006526,CARR-005,order_created,2024-11-26 20:01:44
SHIP-00024758,ORD-0006526,CARR-005,label_printed,2024-11-26 22:01:44
SHIP-00024759,ORD-0006526,CARR-005,handed_to_carrier,2024-11-27 04:01:44
SHIP-00024760,ORD-0006526,CARR-005,in_transit,2024-11-27 20:01:44
SHIP-00024761,ORD-0006526,CARR-005,delivered,2024-12-07 20:01:44
SHIP-00024762,ORD-0006527,CARR-006,order_created,2025-02-04 14:03:37
SHIP-00024763,ORD-0006527,CARR-006,label_printed,2025-02-04 16:03:37
SHIP-00024764,ORD-0006527,CARR-006,handed_to_carrier,2025-02-04 22:03:37
SHIP-00024765,ORD-0006527,CARR-006,in_transit,2025-02-05 14:03:37
SHIP-00024766,ORD-0006527,CARR-006,delivered,2025-02-10 14:03:37
SHIP-00024767,ORD-0006529,CARR-006,order_created,2022-01-03 15:58:41
SHIP-00024768,ORD-0006529,CARR-006,label_printed,2022-01-03 17:58:41
SHIP-00024769,ORD-0006529,CARR-006,handed_to_carrier,2022-01-03 23:58:41
SHIP-00024770,ORD-0006529,CARR-006,in_transit,2022-01-04 15:58:41
SHIP-00024771,ORD-0006529,CARR-006,delivered,2022-01-11 15:58:41
SHIP-00024772,ORD-0006530,CARR-010,order_created,2025-07-06 11:31:51
SHIP-00024773,ORD-0006530,CARR-010,label_printed,2025-07-06 13:31:51
SHIP-00024774,ORD-0006530,CARR-010,handed_to_carrier,2025-07-06 19:31:51
SHIP-00024775,ORD-0006530,CARR-010,in_transit,2025-07-07 11:31:51
SHIP-00024776,ORD-0006530,CARR-010,delivered,2025-07-11 11:31:51
SHIP-00024777,ORD-0006532,CARR-009,order_created,2025-05-20 01:36:27
SHIP-00024778,ORD-0006532,CARR-009,label_printed,2025-05-20 03:36:27
SHIP-00024779,ORD-0006532,CARR-009,handed_to_carrier,2025-05-20 09:36:27
SHIP-00024780,ORD-0006532,CARR-009,in_transit,2025-05-21 01:36:27
SHIP-00024781,ORD-0006532,CARR-009,delivered,2025-05-30 01:36:27
SHIP-00024782,ORD-0006534,CARR-002,order_created,2023-12-08 02:35:19
SHIP-00024783,ORD-0006534,CARR-002,label_printed,2023-12-08 04:35:19
SHIP-00024784,ORD-0006534,CARR-002,handed_to_carrier,2023-12-08 10:35:19
SHIP-00024785,ORD-0006534,CARR-002,in_transit,2023-12-09 02:35:19
SHIP-00024786,ORD-0006535,CARR-002,order_created,2024-10-04 09:25:38
SHIP-00024787,ORD-0006535,CARR-002,label_printed,2024-10-04 11:25:38
SHIP-00024788,ORD-0006535,CARR-002,handed_to_carrier,2024-10-04 17:25:38
SHIP-00024789,ORD-0006535,CARR-002,in_transit,2024-10-05 09:25:38
SHIP-00024790,ORD-0006535,CARR-002,delivered,2024-10-09 09:25:38
SHIP-00024791,ORD-0006537,CARR-003,order_created,2025-01-19 14:18:11
SHIP-00024792,ORD-0006537,CARR-003,label_printed,2025-01-19 16:18:11
SHIP-00024793,ORD-0006537,CARR-003,handed_to_carrier,2025-01-19 22:18:11
SHIP-00024794,ORD-0006537,CARR-003,in_transit,2025-01-20 14:18:11
SHIP-00024795,ORD-0006537,CARR-003,delivered,2025-01-28 14:18:11
SHIP-00024796,ORD-0006539,CARR-007,order_created,2022-12-17 10:16:53
SHIP-00024797,ORD-0006539,CARR-007,label_printed,2022-12-17 12:16:53
SHIP-00024798,ORD-0006539,CARR-007,handed_to_carrier,2022-12-17 18:16:53
SHIP-00024799,ORD-0006539,CARR-007,in_transit,2022-12-18 10:16:53
SHIP-00024800,ORD-0006539,CARR-007,delivered,2022-12-21 10:16:53
SHIP-00024801,ORD-0006540,CARR-006,order_created,2025-11-22 08:14:41
SHIP-00024802,ORD-0006540,CARR-006,label_printed,2025-11-22 10:14:41
SHIP-00024803,ORD-0006540,CARR-006,handed_to_carrier,2025-11-22 16:14:41
SHIP-00024804,ORD-0006540,CARR-006,in_transit,2025-11-23 08:14:41
SHIP-00024805,ORD-0006540,CARR-006,delivered,2025-11-29 08:14:41
SHIP-00024806,ORD-0006541,CARR-001,order_created,2024-07-16 10:12:26
SHIP-00024807,ORD-0006541,CARR-001,label_printed,2024-07-16 12:12:26
SHIP-00024808,ORD-0006541,CARR-001,handed_to_carrier,2024-07-16 18:12:26
SHIP-00024809,ORD-0006541,CARR-001,in_transit,2024-07-17 10:12:26
SHIP-00024810,ORD-0006541,CARR-001,delivered,2024-07-22 10:12:26
SHIP-00024811,ORD-0006542,CARR-005,order_created,2025-11-27 15:09:19
