return_id,order_id,return_date,reason,refund_amount,category_primary,ship_region,processed
RET-0000929,ORD-0005438,2024-05-06,size_mismatch,641.09,Fashion,Europe,true
RET-0000930,ORD-0005442,2022-08-25,damaged,240.67,Beauty & Personal Care,North America,true
RET-0000931,ORD-0005449,2022-07-05,quality_issue,1076.31,Health & Wellness,Europe,false
RET-0000932,ORD-0005450,2025-01-18,damaged,272.88,Books,Europe,false
RET-0000933,ORD-0005455,2024-07-21,quality_issue,313.06,Home & Kitchen,Europe,true
RET-0000934,ORD-0005463,2025-05-15,changed_mind,1180.30,Health & Wellness,North America,true
RET-0000935,ORD-0005474,2023-12-29,quality_issue,659.67,Sports & Outdoors,North America,true
RET-0000936,ORD-0005481,2023-07-31,changed_mind,672.20,Home & Kitchen,North America,true
RET-0000937,ORD-0005482,2022-12-17,wrong_item,1783.54,Home & Kitchen,North America,true
RET-0000938,ORD-0005496,2022-06-07,changed_mind,596.58,Fashion,Europe,true
RET-0000939,ORD-0005499,2022-07-22,damaged,551.30,Toys & Games,LATAM,true
RET-0000940,ORD-0005510,2025-09-15,wrong_item,559.80,Sports & Outdoors,Europe,true
RET-0000941,ORD-0005513,2026-02-07,not_as_described,651.69,Health & Wellness,APAC,true
RET-0000942,ORD-0005522,2024-10-23,arrived_late,632.81,Fashion,LATAM,true
RET-0000943,ORD-0005530,2023-08-10,quality_issue,784.92,Health & Wellness,North America,true
RET-0000944,ORD-0005539,2025-09-27,quality_issue,673.25,Fashion,Europe,true
RET-0000945,ORD-0005542,2024-10-27,quality_issue,1108.06,Automotive Parts,APAC,true
RET-0000946,ORD-0005543,2026-02-19,arrived_late,2156.93,Sports & Outdoors,APAC,false
RET-0000947,ORD-0005547,2024-03-10,changed_mind,425.95,Home & Kitchen,Europe,false
RET-0000948,ORD-0005550,2023-12-17,quality_issue,429.41,Beauty & Personal Care,Europe,true
RET-0000949,ORD-0005551,2025-12-21,not_as_described,731.70,Health & Wellness,Europe,true
RET-0000950,ORD-0005554,2024-08-09,not_as_described,2473.14,Electronics,APAC,false
RET-0000951,ORD-0005559,2026-04-23,size_mismatch,570.26,Fashion,APAC,true
RET-0000952,ORD-0005560,2025-07-17,not_as_described,272.87,Health & Wellness,Europe,true
RET-0000953,ORD-0005595,2023-12-21,damaged,521.26,Automotive Parts,Europe,false
RET-0000954,ORD-0005600,2025-02-25,quality_issue,1941.48,Electronics,North America,false
RET-0000955,ORD-0005601,2025-01-09,changed_mind,337.73,Toys & Games,Europe,false
RET-0000956,ORD-0005606,2026-03-19,arrived_late,3747.35,Electronics,Europe,true
RET-0000957,ORD-0005609,2026-05-24,damaged,2617.21,Automotive Parts,LATAM,true
RET-0000958,ORD-0005623,2025-01-16,damaged,1379.16,Books,LATAM,true
RET-0000959,ORD-0005629,2025-09-01,size_mismatch,880.36,Fashion,Europe,true
RET-0000960,ORD-0005634,2025-12-24,size_mismatch,479.43,Fashion,Europe,true
RET-0000961,ORD-0005639,2025-11-11,arrived_late,202.04,Health & Wellness,Europe,true
RET-0000962,ORD-0005641,2026-04-03,arrived_late,2281.62,Beauty & Personal Care,APAC,true
RET-0000963,ORD-0005642,2024-07-01,damaged,3282.15,Books,Europe,true
RET-0000964,ORD-0005643,2025-08-16,defective,396.06,Electronics,North America,true
RET-0000965,ORD-0005646,2026-01-12,damaged,602.66,Beauty & Personal Care,North America,true
RET-0000966,ORD-0005649,2024-07-17,changed_mind,3178.67,Home & Kitchen,North America,true
RET-0000967,ORD-0005655,2025-01-13,quality_issue,933.63,Electronics,North America,true
RET-0000968,ORD-0005660,2023-05-17,not_as_described,1041.44,Electronics,North America,true
RET-0000969,ORD-0005664,2026-01-19,changed_mind,685.33,Toys & Games,LATAM,true
RET-0000970,ORD-0005670,2024-05-18,not_as_described,1517.61,Sports & Outdoors,North America,true
RET-0000971,ORD-0005696,2025-10-16,not_as_described,956.89,Electronics,North America,true
RET-0000972,ORD-0005697,2023-12-15,damaged,104.38,Books,APAC,true
RET-0000973,ORD-0005699,2025-09-07,quality_issue,1914.90,Electronics,Europe,true
RET-0000974,ORD-0005700,2024-08-01,changed_mind,1082.55,Toys & Games,Europe,false
RET-0000975,ORD-0005709,2025-12-19,not_as_described,1060.09,Health & Wellness,Europe,true
RET-0000976,ORD-0005715,2025-04-26,arrived_late,1449.72,Toys & Games,LATAM,true
RET-0000977,ORD-0005721,2024-07-07,not_as_described,76.94,Beauty & Personal Care,APAC,true
RET-0000978,ORD-0005723,2025-12-14,not_as_described,501.95,Health & Wellness,Europe,true
RET-0000979,ORD-0005730,2023-12-09,not_as_described,2197.99,Electronics,North America,true
RET-0000980,ORD-0005735,2023-12-14,size_mismatch,1586.50,Fashion,LATAM,true
RET-0000981,ORD-0005764,2024-05-14,wrong_item,351.68,Toys & Games,LATAM,true
RET-0000982,ORD-0005767,2023-07-25,arrived_late,160.65,Toys & Games,Europe,true
RET-0000983,ORD-0005770,2022-03-29,quality_issue,2444.13,Electronics,LATAM,true
RET-0000984,ORD-0005784,2024-02-10,quality_issue,5838.47,Sports & Outdoors,LATAM,true
RET-0000985,ORD-0005785,2023-11-17,changed_mind,266.96,Beauty & Personal Care,Europe,true
RET-0000986,ORD-0005786,2025-07-24,not_as_described,1580.93,Toys & Games,North America,true
RET-0000987,ORD-0005787,2023-11-16,not_as_described,1142.95,Electronics,Europe,true
RET-0000988,ORD-0005788,2025-12-27,arrived_late,539.26,Sports & Outdoors,Europe,false
RET-0000989,ORD-0005796,2026-02-04,quality_issue,532.50,Electronics,North America,true
RET-0000990,ORD-0005802,2025-12-26,changed_mind,237.54,Home & Kitchen,Europe,false
RET-0000991,ORD-0005805,2025-05-27,not_as_described,507.86,Health & Wellness,Europe,true
RET-0000992,ORD-0005807,2023-02-12,damaged,613.69,Automotive Parts,APAC,true
RET-0000993,ORD-0005809,2023-09-10,not_as_described,2930.50,Toys & Games,North America,true
RET-0000994,ORD-0005813,2025-12-22,quality_issue,1084.04,Electronics,Europe,true
RET-0000995,ORD-0005817,2025-09-13,quality_issue,2180.47,Beauty & Personal Care,LATAM,false
RET-0000996,ORD-0005820,2024-07-14,arrived_late,1532.07,Home & Kitchen,Europe,true
RET-0000997,ORD-0005822,2024-12-10,size_mismatch,496.65,Fashion,North America,true
RET-0000998,ORD-0005826,2025-12-24,wrong_item,3326.79,Health & Wellness,Europe,true
RET-0000999,ORD-0005827,2024-06-13,arrived_late,2093.70,Electronics,LATAM,true
RET-0001000,ORD-0005829,2025-09-09,quality_issue,2142.79,Electronics,North America,false
RET-0001001,ORD-0005834,2025-10-11,wrong_item,419.51,Books,LATAM,true
RET-0001002,ORD-0005838,2022-12-08,wrong_item,2263.95,Sports & Outdoors,LATAM,true
RET-0001003,ORD-0005843,2024-01-09,not_as_described,2199.97,Beauty & Personal Care,Europe,true
RET-0001004,ORD-0005846,2023-04-28,quality_issue,186.41,Fashion,Europe,true
RET-0001005,ORD-0005847,2023-12-14,arrived_late,1291.48,Home & Kitchen,Europe,true
RET-0001006,ORD-0005849,2025-05-11,changed_mind,700.53,Home & Kitchen,North America,false
RET-0001007,ORD-0005850,2025-05-14,arrived_late,43.60,Books,LATAM,true
RET-0001008,ORD-0005860,2025-12-29,changed_mind,786.99,Automotive Parts,APAC,true
RET-0001009,ORD-0005871,2026-02-07,not_as_described,751.60,Sports & Outdoors,North America,false
RET-0001010,ORD-0005882,2026-01-11,not_as_described,265.16,Toys & Games,Europe,true
RET-0001011,ORD-0005888,2025-12-31,wrong_item,1634.90,Books,North America,true
RET-0001012,ORD-0005889,2025-12-16,wrong_item,1692.89,Home & Kitchen,Europe,true
RET-0001013,ORD-0005893,2022-12-12,damaged,944.50,Automotive Parts,North America,false
RET-0001014,ORD-0005896,2024-12-25,changed_mind,678.21,Sports & Outdoors,North America,true
RET-0001015,ORD-0005901,2022-12-06,quality_issue,3048.61,Toys & Games,APAC,true
RET-0001016,ORD-0005903,2025-09-03,arrived_late,1304.26,Electronics,North America,true
RET-0001017,ORD-0005907,2023-08-01,size_mismatch,4305.14,Fashion,North America,true
RET-0001018,ORD-0005908,2024-05-16,changed_mind,929.02,Fashion,LATAM,true
RET-0001019,ORD-0005912,2023-12-26,arrived_late,2573.21,Electronics,APAC,true
RET-0001020,ORD-0005913,2025-12-12,not_as_described,2746.43,Automotive Parts,North America,true
RET-0001021,ORD-0005932,2024-02-10,quality_issue,336.61,Home & Kitchen,Europe,true
RET-0001022,ORD-0005943,2025-07-12,defective,1821.95,Electronics,North America,true
RET-0001023,ORD-0005946,2025-11-16,not_as_described,460.45,Beauty & Personal Care,Europe,true
RET-0001024,ORD-0005948,2023-01-05,changed_mind,329.39,Sports & Outdoors,Europe,true
RET-0001025,ORD-0005959,2024-12-13,changed_mind,1122.16,Health & Wellness,Europe,true
RET-0001026,ORD-0005968,2024-12-23,changed_mind,782.24,Books,APAC,true
RET-0001027,ORD-0005973,2025-07-13,size_mismatch,809.34,Fashion,North America,true
RET-0001028,ORD-0005980,2026-01-07,quality_issue,59.43,Beauty & Personal Care,Europe,true
RET-0001029,ORD-0005981,2025-01-27,changed_mind,290.60,Fashion,Europe,false
RET-0001030,ORD-0005990,2022-12-23,damaged,1059.92,Home & Kitchen,North America,true
RET-0001031,ORD-0005995,2026-02-20,arrived_late,978.69,Electronics,North America,true
RET-0001032,ORD-0006008,2023-10-15,changed_mind,150.06,Fashion,LATAM,true
RET-0001033,ORD-0006011,2025-04-17,wrong_item,356.34,Toys & Games,Europe,true
RET-0001034,ORD-0006013,2026-04-02,quality_issue,763.45,Beauty & Personal Care,LATAM,true
RET-0001035,ORD-0006032,2023-02-25,arrived_late,2476.50,Electronics,North America,false
RET-0001036,ORD-0006033,2024-12-23,damaged,760.81,Beauty & Personal Care,North America,true
RET-0001037,ORD-0006040,2026-01-22,not_as_described,207.68,Beauty & Personal Care,APAC,true
RET-0001038,ORD-0006049,2024-09-08,color_different,1384.26,Fashion,North America,true
RET-0001039,ORD-0006054,2023-11-02,wrong_item,661.75,Health & Wellness,LATAM,true
RET-0001040,ORD-0006058,2023-07-10,quality_issue,526.65,Home & Kitchen,North America,true
RET-0001041,ORD-0006060,2025-12-28,wrong_item,395.82,Beauty & Personal Care,APAC,true
RET-0001042,ORD-0006065,2024-11-02,not_as_described,264.27,Health & Wellness,North America,true
RET-0001043,ORD-0006070,2026-01-04,changed_mind,45.99,Health & Wellness,Europe,true
RET-0001044,ORD-0006078,2024-04-21,color_different,2592.07,Fashion,North America,true
RET-0001045,ORD-0006079,2023-02-22,changed_mind,1493.24,Health & Wellness,LATAM,true
RET-0001046,ORD-0006085,2025-04-05,quality_issue,2390.26,Sports & Outdoors,Europe,true
RET-0001047,ORD-0006088,2023-11-19,changed_mind,826.78,Beauty & Personal Care,Europe,true
RET-0001048,ORD-0006101,2022-10-22,wrong_item,1563.09,Books,North America,true
RET-0001049,ORD-0006102,2023-01-23,size_mismatch,530.97,Fashion,APAC,true
RET-0001050,ORD-0006105,2025-05-08,color_different,492.21,Fashion,North America,true
RET-0001051,ORD-0006116,2024-06-18,size_mismatch,164.34,Fashion,North America,true
RET-0001052,ORD-0006117,2025-12-26,size_mismatch,491.52,Fashion,LATAM,false
RET-0001053,ORD-0006118,2024-12-03,changed_mind,281.82,Automotive Parts,LATAM,true
RET-0001054,ORD-0006119,2022-10-14,changed_mind,2457.32,Automotive Parts,Europe,true
RET-0001055,ORD-0006120,2022-06-10,damaged,1584.01,Home & Kitchen,North America,true
RET-0001056,ORD-0006129,2024-01-15,changed_mind,122.24,Beauty & Personal Care,LATAM,true
RET-0001057,ORD-0006134,2024-01-11,not_as_described,1055.89,Beauty & Personal Care,LATAM,true
RET-0001058,ORD-0006137,2022-08-16,defective,4000.03,Electronics,Europe,true
RET-0001059,ORD-0006142,2026-05-15,not_as_described,254.36,Health & Wellness,LATAM,true
RET-0001060,ORD-0006146,2025-07-08,wrong_item,1323.17,Toys & Games,North America,true
RET-0001061,ORD-0006149,2025-11-15,quality_issue,776.16,Automotive Parts,LATAM,true
RET-0001062,ORD-0006151,2024-12-22,quality_issue,503.91,Home & Kitchen,Europe,true
RET-0001063,ORD-0006158,2024-09-15,changed_mind,129.65,Fashion,North America,true
RET-0001064,ORD-0006160,2023-03-02,quality_issue,37.27,Health & Wellness,Europe,true
RET-0001065,ORD-0006167,2026-05-13,changed_mind,399.74,Fashion,Europe,true
RET-0001066,ORD-0006170,2025-08-16,damaged,1029.99,Beauty & Personal Care,Europe,true
RET-0001067,ORD-0006182,2024-06-12,defective,2012.81,Electronics,Europe,false
RET-0001068,ORD-0006196,2024-02-14,size_mismatch,695.92,Fashion,Europe,true
RET-0001069,ORD-0006197,2024-03-29,defective,564.00,Electronics,North America,true
RET-0001070,ORD-0006198,2023-12-18,changed_mind,733.31,Beauty & Personal Care,Europe,true
RET-0001071,ORD-0006203,2025-09-16,color_different,608.02,Fashion,Europe,true
RET-0001072,ORD-0006210,2025-08-21,damaged,738.35,Automotive Parts,Europe,true
RET-0001073,ORD-0006212,2022-12-28,quality_issue,677.80,Home & Kitchen,North America,true
RET-0001074,ORD-0006216,2025-08-22,quality_issue,240.56,Toys & Games,LATAM,true
RET-0001075,ORD-0006225,2024-12-22,damaged,922.02,Books,Europe,false
RET-0001076,ORD-0006229,2022-08-08,quality_issue,1011.08,Sports & Outdoors,Europe,true
RET-0001077,ORD-0006238,2026-02-09,not_as_described,4109.20,Electronics,Europe,true
RET-0001078,ORD-0006239,2025-12-09,quality_issue,244.15,Fashion,North America,true
RET-0001079,ORD-0006248,2024-02-09,changed_mind,1768.60,Automotive Parts,LATAM,true
RET-0001080,ORD-0006251,2025-12-16,wrong_item,335.44,Toys & Games,APAC,true
RET-0001081,ORD-0006254,2024-11-03,size_mismatch,3165.57,Fashion,Europe,true
RET-0001082,ORD-0006258,2025-01-29,wrong_item,166.29,Books,APAC,true
RET-0001083,ORD-0006265,2025-12-21,quality_issue,3621.06,Beauty & Personal Care,North America,true
RET-0001084,ORD-0006270,2024-01-20,not_as_described,373.65,Home & Kitchen,Europe,true
RET-0001085,ORD-0006279,2025-08-28,changed_mind,406.25,Health & Wellness,Europe,true
RET-0001086,ORD-0006280,2024-07-21,damaged,148.04,Toys & Games,Europe,true
RET-0001087,ORD-0006281,2025-03-11,quality_issue,127.95,Toys & Games,Europe,true
RET-0001088,ORD-0006286,2025-12-09,arrived_late,350.29,Beauty & Personal Care,Europe,true
RET-0001089,ORD-0006290,2023-08-17,arrived_late,1281.62,Books,North America,true
RET-0001090,ORD-0006292,2024-12-10,quality_issue,898.90,Home & Kitchen,North America,true
RET-0001091,ORD-0006294,2024-12-05,quality_issue,353.80,Fashion,Europe,true
RET-0001092,ORD-0006296,2024-12-21,not_as_described,786.53,Automotive Parts,North America,false
RET-0001093,ORD-0006299,2023-04-01,not_as_described,3315.21,Beauty & Personal Care,Europe,false
RET-0001094,ORD-0006305,2025-11-26,not_as_described,1484.04,Electronics,Europe,true
RET-0001095,ORD-0006310,2026-04-26,damaged,813.74,Home & Kitchen,Europe,true
RET-0001096,ORD-0006316,2023-01-02,color_different,227.60,Fashion,APAC,false
RET-0001097,ORD-0006322,2026-01-02,wrong_item,542.39,Toys & Games,North America,true
RET-0001098,ORD-0006325,2025-09-11,wrong_item,614.84,Home & Kitchen,Europe,true
RET-0001099,ORD-0006326,2022-11-18,defective,1445.34,Electronics,Europe,true
RET-0001100,ORD-0006329,2024-03-19,changed_mind,1576.76,Sports & Outdoors,APAC,true
RET-0001101,ORD-0006334,2025-10-12,defective,2292.05,Electronics,LATAM,true
RET-0001102,ORD-0006335,2026-01-22,wrong_item,616.32,Home & Kitchen,Europe,false
RET-0001103,ORD-0006349,2025-12-23,quality_issue,581.66,Beauty & Personal Care,APAC,false
RET-0001104,ORD-0006354,2026-03-16,size_mismatch,160.55,Fashion,North America,true
RET-0001105,ORD-0006358,2026-01-21,quality_issue,119.81,Health & Wellness,North America,true
RET-0001106,ORD-0006369,2025-12-18,wrong_item,1665.29,Automotive Parts,LATAM,false
RET-0001107,ORD-0006373,2025-09-08,wrong_item,143.63,Books,North America,true
RET-0001108,ORD-0006383,2022-02-19,wrong_item,1352.03,Health & Wellness,Europe,true
RET-0001109,ORD-0006395,2025-12-20,quality_issue,419.11,Fashion,North America,true
RET-0001110,ORD-0006397,2023-07-26,quality_issue,337.35,Toys & Games,North America,false
RET-0001111,ORD-0006398,2024-06-04,quality_issue,1200.97,Beauty & Personal Care,Europe,true
RET-0001112,ORD-0006404,2023-11-10,defective,3352.11,Electronics,North America,true
RET-0001113,ORD-0006406,2025-05-11,changed_mind,42.72,Beauty & Personal Care,Europe,true
RET-0001114,ORD-0006411,2025-07-18,wrong_item,323.85,Home & Kitchen,Europe,false
RET-0001115,ORD-0006412,2022-08-29,quality_issue,760.37,Toys & Games,North America,true
RET-0001116,ORD-0006425,2025-12-15,changed_mind,592.42,Fashion,North America,true
RET-0001117,ORD-0006429,2024-12-26,damaged,345.18,Health & Wellness,North America,true
RET-0001118,ORD-0006430,2025-01-01,changed_mind,386.30,Automotive Parts,North America,false
RET-0001119,ORD-0006433,2025-12-11,not_as_described,2543.39,Electronics,Europe,false
RET-0001120,ORD-0006434,2024-12-13,damaged,184.79,Home & Kitchen,Europe,true
RET-0001121,ORD-0006441,2024-12-27,changed_mind,1826.56,Sports & Outdoors,North America,true
RET-0001122,ORD-0006462,2025-12-10,arrived_late,451.90,Home & Kitchen,LATAM,true
RET-0001123,ORD-0006463,2024-12-24,size_mismatch,1092.29,Fashion,LATAM,false
RET-0001124,ORD-0006478,2023-10-31,size_mismatch,354.71,Fashion,Europe,true
RET-0001125,ORD-0006484,2026-03-04,changed_mind,3448.47,Fashion,North America,true
RET-0001126,ORD-0006487,2025-08-27,wrong_item,773.27,Home & Kitchen,Europe,true
RET-0001127,ORD-0006494,2024-12-23,damaged,520.68,Health & Wellness,North America,true
RET-0001128,ORD-0006501,2023-01-02,changed_mind,560.17,Beauty & Personal Care,LATAM,true
RET-0001129,ORD-0006506,2022-06-01,changed_mind,120.63,Beauty & Personal Care,LATAM,false
RET-0001130,ORD-0006509,2024-05-16,changed_mind,196.31,Books,LATAM,true
RET-0001131,ORD-0006517,2025-12-11,quality_issue,283.72,Fashion,Europe,false
RET-0001132,ORD-0006519,2025-05-12,not_as_described,903.16,Beauty & Personal Care,Europe,false
RET-0001133,ORD-0006520,2025-02-16,quality_issue,54.79,Home & Kitchen,North America,true
RET-0001134,ORD-0006527,2024-05-01,wrong_item,729.67,Automotive Parts,Europe,true
RET-0001135,ORD-0006529,2026-02-20,wrong_item,5958.26,Sports & Outdoors,North America,true
RET-0001136,ORD-0006530,2026-05-08,wrong_item,2339.72,Beauty & Personal Care,Europe,true
RET-0001137,ORD-0006534,2024-12-16,not_as_described,136.59,Toys & Games,North America,true
RET-0001138,ORD-0006537,2026-04-22,quality_issue,49.51,Beauty & Personal Care,North America,true
RET-0001139,ORD-0006539,2025-12-15,quality_issue,511.64,Beauty & Personal Care,LATAM,true
RET-0001140,ORD-0006543,2024-03-15,arrived_late,478.44,Electronics,Europe,true
RET-0001141,ORD-0006551,2024-12-11,changed_mind,2898.27,Sports & Outdoors,LATAM,true
RET-0001142,ORD-0006554,2026-01-07,wrong_item,1910.69,Sports & Outdoors,North America,true
RET-0001143,ORD-0006555,2025-08-22,wrong_item,675.14,Toys & Games,APAC,true
RET-0001144,ORD-0006556,2023-12-23,quality_issue,1821.56,Beauty & Personal Care,Europe,true
RET-0001145,ORD-0006562,2025-02-10,not_as_described,1854.47,Electronics,North America,true
RET-0001146,ORD-0006572,2025-12-30,not_as_described,2259.78,Automotive Parts,North America,true
RET-0001147,ORD-0006576,2022-12-10,wrong_item,820.13,Books,North America,false
RET-0001148,ORD-0006577,2025-06-10,changed_mind,76.52,Beauty & Personal Care,North America,true
RET-0001149,ORD-0006584,2023-05-12,quality_issue,2312.06,Beauty & Personal Care,LATAM,false
RET-0001150,ORD-0006594,2026-01-10,quality_issue,2067.15,Sports & Outdoors,North America,true
RET-0001151,ORD-0006605,2025-10-07,damaged,792.28,Automotive Parts,LATAM,false
RET-0001152,ORD-0006610,2026-02-13,changed_mind,4631.05,Fashion,Europe,true
RET-0001153,ORD-0006612,2026-01-14,arrived_late,299.67,Toys & Games,Europe,true
RET-0001154,ORD-0006617,2025-04-15,damaged,853.48,Books,LATAM,true
RET-0001155,ORD-0006618,2025-12-28,size_mismatch,423.17,Fashion,Europe,true
RET-0001156,ORD-0006621,2024-01-19,changed_mind,1621.25,Books,APAC,true
RET-0001157,ORD-0006632,2025-12-28,not_as_described,976.85,Health & Wellness,Europe,true
RET-0001158,ORD-0006636,2025-08-25,size_mismatch,764.50,Fashion,Europe,true
RET-0001159,ORD-0006642,2023-04-01,wrong_item,979.50,Books,LATAM,true
RET-0001160,ORD-0006643,2022-12-28,wrong_item,1014.51,Books,Europe,true
RET-0001161,ORD-0006649,2023-01-08,changed_mind,1265.21,Home & Kitchen,North America,true
RET-0001162,ORD-0006653,2023-07-16,changed_mind,836.16,Beauty & Personal Care,North America,true
RET-0001163,ORD-0006656,2023-06-09,defective,3199.87,Electronics,LATAM,true
RET-0001164,ORD-0006664,2025-12-19,changed_mind,209.85,Health & Wellness,North America,true
RET-0001165,ORD-0006674,2025-05-28,defective,844.93,Electronics,Europe,false
RET-0001166,ORD-0006681,2024-12-21,quality_issue,1257.44,Home & Kitchen,LATAM,true
RET-0001167,ORD-0006685,2022-12-22,quality_issue,582.26,Toys & Games,APAC,true
RET-0001168,ORD-0006692,2026-01-15,defective,1524.27,Electronics,Europe,true
RET-0001169,ORD-0006696,2026-01-04,wrong_item,483.84,Home & Kitchen,LATAM,true
RET-0001170,ORD-0006706,2024-12-05,damaged,1580.21,Books,LATAM,true
RET-0001171,ORD-0006712,2022-08-10,damaged,299.33,Home & Kitchen,North America,false
RET-0001172,ORD-0006721,2025-07-31,defective,1565.61,Electronics,North America,true
RET-0001173,ORD-0006725,2025-05-01,changed_mind,21.30,Books,North America,true
RET-0001174,ORD-0006727,2025-01-14,not_as_described,199.00,Home & Kitchen,Europe,true
RET-0001175,ORD-0006734,2024-12-28,damaged,1447.64,Books,APAC,true
RET-0001176,ORD-0006743,2023-07-11,color_different,157.75,Fashion,Europe,true
RET-0001177,ORD-0006746,2025-11-11,arrived_late,788.12,Toys & Games,North America,true
RET-0001178,ORD-0006747,2023-12-25,defective,2465.79,Electronics,Europe,true
RET-0001179,ORD-0006748,2024-12-24,damaged,201.54,Beauty & Personal Care,LATAM,true
RET-0001180,ORD-0006763,2024-12-23,arrived_late,346.52,Fashion,North America,true
RET-0001181,ORD-0006764,2023-12-25,wrong_item,2427.43,Toys & Games,LATAM,true
RET-0001182,ORD-0006779,2024-01-04,changed_mind,308.40,Beauty & Personal Care,North America,true
RET-0001183,ORD-0006780,2025-08-18,quality_issue,2738.73,Automotive Parts,North America,true
RET-0001184,ORD-0006781,2023-07-18,changed_mind,665.50,Beauty & Personal Care,North America,true
RET-0001185,ORD-0006790,2022-05-22,not_as_described,975.27,Electronics,Europe,true
RET-0001186,ORD-0006795,2024-09-21,damaged,1242.98,Books,Europe,true
RET-0001187,ORD-0006797,2023-08-16,quality_issue,355.66,Toys & Games,Europe,true
RET-0001188,ORD-0006804,2025-03-25,damaged,649.12,Health & Wellness,Europe,false
RET-0001189,ORD-0006805,2025-08-07,arrived_late,1748.59,Electronics,LATAM,true
RET-0001190,ORD-0006807,2026-01-15,changed_mind,1403.68,Health & Wellness,Europe,true
RET-0001191,ORD-0006811,2024-05-07,damaged,844.19,Automotive Parts,APAC,false
RET-0001192,ORD-0006812,2024-10-20,defective,2196.80,Electronics,LATAM,true
RET-0001193,ORD-0006814,2025-02-01,wrong_item,40.72,Books,North America,true
RET-0001194,ORD-0006829,2024-08-02,not_as_described,89.38,Automotive Parts,North America,true
RET-0001195,ORD-0006833,2025-11-23,not_as_described,3474.35,Sports & Outdoors,Europe,true
RET-0001196,ORD-0006835,2024-11-04,color_different,951.52,Fashion,LATAM,true
RET-0001197,ORD-0006837,2024-10-24,arrived_late,4412.19,Electronics,LATAM,true
RET-0001198,ORD-0006850,2025-08-31,size_mismatch,1566.37,Fashion,Europe,true
RET-0001199,ORD-0006854,2023-05-26,changed_mind,358.79,Toys & Games,LATAM,true
RET-0001200,ORD-0006858,2025-12-02,damaged,939.22,Beauty & Personal Care,North America,false
RET-0001201,ORD-0006862,2025-02-07,wrong_item,787.17,Home & Kitchen,LATAM,true
RET-0001202,ORD-0006871,2025-03-15,defective,697.86,Electronics,North America,true
RET-0001203,ORD-0006877,2022-10-18,wrong_item,1081.35,Home & Kitchen,Europe,false
RET-0001204,ORD-0006881,2022-01-29,color_different,1057.21,Fashion,North America,true
RET-0001205,ORD-0006886,2025-08-16,changed_mind,433.40,Books,North America,true
RET-0001206,ORD-0006888,2024-12-11,quality_issue,137.86,Toys & Games,LATAM,true
RET-0001207,ORD-0006891,2024-12-04,not_as_described,128.57,Health & Wellness,Europe,true
RET-0001208,ORD-0006894,2024-12-04,quality_issue,149.32,Fashion,North America,true
RET-0001209,ORD-0006899,2026-01-05,changed_mind,717.50,Beauty & Personal Care,North America,true
RET-0001210,ORD-0006902,2022-12-19,not_as_described,239.29,Sports & Outdoors,LATAM,true
RET-0001211,ORD-0006903,2024-06-06,quality_issue,380.20,Fashion,Europe,false
RET-0001212,ORD-0006906,2023-09-07,arrived_late,198.69,Fashion,LATAM,true
RET-0001213,ORD-0006909,2025-12-12,defective,1284.78,Electronics,LATAM,true
RET-0001214,ORD-0006910,2024-04-28,damaged,511.64,Home & Kitchen,LATAM,true
RET-0001215,ORD-0006912,2024-08-24,changed_mind,41.99,Books,Europe,true
RET-0001216,ORD-0006914,2025-08-11,arrived_late,1176.49,Automotive Parts,LATAM,true
RET-0001217,ORD-0006922,2023-10-04,changed_mind,1497.57,Health & Wellness,Europe,true
RET-0001218,ORD-0006927,2022-01-21,not_as_described,554.62,Toys & Games,Europe,true
RET-0001219,ORD-0006939,2024-08-18,size_mismatch,90.89,Fashion,LATAM,true
RET-0001220,ORD-0006943,2024-12-19,wrong_item,1019.22,Sports & Outdoors,LATAM,false
RET-0001221,ORD-0006959,2023-08-29,not_as_described,1144.56,Electronics,North America,true
RET-0001222,ORD-0006962,2024-12-30,arrived_late,32.09,Beauty & Personal Care,LATAM,true
RET-0001223,ORD-0006963,2025-12-26,changed_mind,1827.78,Home & Kitchen,LATAM,true
RET-0001224,ORD-0006964,2025-02-09,color_different,399.19,Fashion,Europe,true
RET-0001225,ORD-0006965,2025-01-28,not_as_described,441.29,Automotive Parts,Europe,false
RET-0001226,ORD-0006979,2024-05-08,not_as_described,2711.18,Electronics,LATAM,true
RET-0001227,ORD-0006980,2024-03-09,changed_mind,593.09,Automotive Parts,North America,true
RET-0001228,ORD-0006989,2026-01-07,color_different,1180.57,Fashion,North America,true
RET-0001229,ORD-0006992,2025-12-06,not_as_described,2382.23,Home & Kitchen,North America,true
RET-0001230,ORD-0006994,2024-04-15,not_as_described,137.73,Toys & Games,Europe,true
RET-0001231,ORD-0007000,2025-12-17,quality_issue,1080.12,Sports & Outdoors,Europe,true
RET-0001232,ORD-0007008,2025-05-22,not_as_described,87.72,Toys & Games,LATAM,true
RET-0001233,ORD-0007011,2023-08-07,wrong_item,2559.69,Toys & Games,North America,true
RET-0001234,ORD-0007019,2024-04-17,arrived_late,668.20,Electronics,APAC,true
RET-0001235,ORD-0007020,2025-12-04,defective,2406.05,Electronics,APAC,true
RET-0001236,ORD-0007021,2023-12-29,changed_mind,1360.05,Automotive Parts,Europe,true
RET-0001237,ORD-0007032,2024-03-25,color_different,866.42,Fashion,APAC,true
